timestamp,date,lon,lat
1620986414,Fri May 14 13:00:14 2021,37.64638223295856,55.759214633435725
1620986415,Fri May 14 13:00:15 2021,37.64636563221829,55.75924041901045
1620986417,Fri May 14 13:00:17 2021,37.64634975618315,55.75926586371778
1620986445,Fri May 14 13:00:45 2021,37.64633459306952,55.759290750084205
1620986446,Fri May 14 13:00:46 2021,37.646318631344656,55.759317827178975
1620986447,Fri May 14 13:00:47 2021,37.6462819355604,55.75937029984598
1620986448,Fri May 14 13:00:48 2021,37.64624157566335,55.75942158860008
1620986449,Fri May 14 13:00:49 2021,37.64620408288801,55.75947275779572
1620986450,Fri May 14 13:00:50 2021,37.64616013055056,55.759552906177326
1620986451,Fri May 14 13:00:51 2021,37.646129181620175,55.75963452013546
1620986452,Fri May 14 13:00:52 2021,37.64610009370791,55.75971617094799
1620986453,Fri May 14 13:00:53 2021,37.64607017825498,55.75979833688142
1620986454,Fri May 14 13:00:54 2021,37.64604066801442,55.75987957277043
1620986455,Fri May 14 13:00:55 2021,37.646009953765486,55.75996181095611
1620986456,Fri May 14 13:00:56 2021,37.64598147645213,55.760043780012914
1620986457,Fri May 14 13:00:57 2021,37.64596674255173,55.76012749243868
1620986458,Fri May 14 13:00:58 2021,37.64596785077988,55.76021135885916
1620986459,Fri May 14 13:00:59 2021,37.64597455184503,55.760295224964985
1620986460,Fri May 14 13:01:00 2021,37.64598170227329,55.760406033967286
1620986461,Fri May 14 13:01:01 2021,37.645985730162565,55.76049029855874
1620986462,Fri May 14 13:01:02 2021,37.64598672928798,55.76057340398872
1620986463,Fri May 14 13:01:03 2021,37.64597659826468,55.76065675939776
1620986464,Fri May 14 13:01:04 2021,37.6459493351767,55.7607380174348
1620986465,Fri May 14 13:01:05 2021,37.64592175268875,55.76078980954944
1620986467,Fri May 14 13:01:07 2021,37.64588588749544,55.76083891293944
1620986481,Fri May 14 13:01:21 2021,37.64586493059788,55.76086353411316
1620986484,Fri May 14 13:01:24 2021,37.645843167361626,55.760887754217904
1620986487,Fri May 14 13:01:27 2021,37.64581922104046,55.76091220281312
1620986488,Fri May 14 13:01:28 2021,37.645794294234015,55.76093551217745
1620986514,Fri May 14 13:01:54 2021,37.645771327985486,55.7609568158364
1620986516,Fri May 14 13:01:56 2021,37.64574498975144,55.76098060795171
1620986517,Fri May 14 13:01:57 2021,37.64571787241061,55.7610043177292
1620986518,Fri May 14 13:01:58 2021,37.64569066650205,55.76102799289019
1620986519,Fri May 14 13:01:59 2021,37.64566429099983,55.76105142926957
1620986520,Fri May 14 13:02:00 2021,37.64563881303726,55.76107506412436
1620986521,Fri May 14 13:02:01 2021,37.6455883862912,55.76112205886496
1620986522,Fri May 14 13:02:02 2021,37.64556352404208,55.76114527042628
1620986524,Fri May 14 13:02:04 2021,37.64553867402014,55.76116920816573
1620986525,Fri May 14 13:02:05 2021,37.64551389212217,55.761193321971646
1620986526,Fri May 14 13:02:06 2021,37.6454888056286,55.76121745382963
1620986527,Fri May 14 13:02:07 2021,37.64546358841823,55.76124145427592
1620986528,Fri May 14 13:02:08 2021,37.64543870540361,55.76126520773104
1620986529,Fri May 14 13:02:09 2021,37.64541391212057,55.76128886336223
1620986530,Fri May 14 13:02:10 2021,37.64536447167466,55.76133614216098
1620986531,Fri May 14 13:02:11 2021,37.64533956971707,55.76135978040356
1620986532,Fri May 14 13:02:12 2021,37.64531461718623,55.76138346797748
1620986533,Fri May 14 13:02:13 2021,37.64529018017959,55.76140668059736
1620986535,Fri May 14 13:02:15 2021,37.64526552747279,55.76143001115775
1620986538,Fri May 14 13:02:18 2021,37.64524119193906,55.761453294633874
1620986540,Fri May 14 13:02:20 2021,37.64521555614889,55.76147747138837
1620986542,Fri May 14 13:02:22 2021,37.645190010336215,55.761501192966215
1620986543,Fri May 14 13:02:23 2021,37.645164660896135,55.76152460272469
1620986544,Fri May 14 13:02:24 2021,37.64513944674757,55.76154796929115
1620986546,Fri May 14 13:02:26 2021,37.64511421550963,55.76157119741016
1620986573,Fri May 14 13:02:53 2021,37.64509025882956,55.761592893399325
1620986576,Fri May 14 13:02:56 2021,37.64506396948048,55.76161674406538
1620986577,Fri May 14 13:02:57 2021,37.6450378162633,55.76164054564435
1620986578,Fri May 14 13:02:58 2021,37.645012014116894,55.76166400050237
1620986579,Fri May 14 13:02:59 2021,37.6449865822068,55.76168758358207
1620986581,Fri May 14 13:03:01 2021,37.64496171721599,55.761711173826434
1620986582,Fri May 14 13:03:02 2021,37.64493728183352,55.761734696121046
1620986584,Fri May 14 13:03:04 2021,37.64491245904137,55.76175826605088
1620986586,Fri May 14 13:03:06 2021,37.64488682640622,55.76178209221193
1620986587,Fri May 14 13:03:07 2021,37.64486222029431,55.76180512983167
1620986593,Fri May 14 13:03:13 2021,37.64483736048421,55.761828515381794
1620986596,Fri May 14 13:03:16 2021,37.64481198950104,55.76185233928507
1620986598,Fri May 14 13:03:18 2021,37.64478674830888,55.76187608378329
1620986599,Fri May 14 13:03:19 2021,37.64476181115666,55.76189992966591
1620986601,Fri May 14 13:03:21 2021,37.64473684276915,55.76192369743001
1620986602,Fri May 14 13:03:22 2021,37.644711930277815,55.7619474874965
1620986603,Fri May 14 13:03:23 2021,37.64468737463768,55.76197109183484
1620986605,Fri May 14 13:03:25 2021,37.64466289577185,55.7619945721657
1620986623,Fri May 14 13:03:43 2021,37.64463876348498,55.76201739670434
1620986625,Fri May 14 13:03:45 2021,37.64461312275848,55.76204188898199
1620986626,Fri May 14 13:03:46 2021,37.64458763188652,55.76206607898756
1620986627,Fri May 14 13:03:47 2021,37.64453710058713,55.76211409603878
1620986628,Fri May 14 13:03:48 2021,37.64451176721439,55.76213820040808
1620986629,Fri May 14 13:03:49 2021,37.64446166595757,55.76218607097626
1620986630,Fri May 14 13:03:50 2021,37.6444109519417,55.762233402531805
1620986631,Fri May 14 13:03:51 2021,37.644356790975095,55.76227939693799
1620986632,Fri May 14 13:03:52 2021,37.644327854953225,55.76230178974339
1620986633,Fri May 14 13:03:53 2021,37.64426762563775,55.762344780878166
1620986634,Fri May 14 13:03:54 2021,37.64423645230736,55.76236528612639
1620986635,Fri May 14 13:03:55 2021,37.64420441072841,55.7623856384914
1620986636,Fri May 14 13:03:56 2021,37.644171165892494,55.76240560724415
1620986638,Fri May 14 13:03:58 2021,37.64413678231284,55.762425610058685
1620986639,Fri May 14 13:03:59 2021,37.64410222445145,55.76244522534276
1620986640,Fri May 14 13:04:00 2021,37.64406719568549,55.76246426308746
1620986641,Fri May 14 13:04:01 2021,37.64403187867492,55.76248298884149
1620986642,Fri May 14 13:04:02 2021,37.64399680637424,55.76250146455826
1620986645,Fri May 14 13:04:05 2021,37.64396182619379,55.76251963689769
1620986662,Fri May 14 13:04:22 2021,37.643927204510256,55.76253780139609
1620986664,Fri May 14 13:04:24 2021,37.64389041135792,55.76255699367004
1620986665,Fri May 14 13:04:25 2021,37.64385403948226,55.762575927097565
1620986666,Fri May 14 13:04:26 2021,37.64381840018988,55.76259480498603
1620986667,Fri May 14 13:04:27 2021,37.6437828062093,55.76261385217551
1620986668,Fri May 14 13:04:28 2021,37.643746931905376,55.762633039868746
1620986669,Fri May 14 13:04:29 2021,37.643711218346894,55.762652146206335
1620986670,Fri May 14 13:04:30 2021,37.64367523206486,55.76267129811167
1620986671,Fri May 14 13:04:31 2021,37.64363930031055,55.762690416128336
1620986672,Fri May 14 13:04:32 2021,37.643603828425405,55.76270937554764
1620986673,Fri May 14 13:04:33 2021,37.64353262475789,55.76274729110376
1620986674,Fri May 14 13:04:34 2021,37.64349646090896,55.76276601592375
1620986675,Fri May 14 13:04:35 2021,37.64346063693807,55.76278465293981
1620986677,Fri May 14 13:04:37 2021,37.64342477764807,55.76280330164967
1620986678,Fri May 14 13:04:38 2021,37.6433891695146,55.76282210850237
1620986679,Fri May 14 13:04:39 2021,37.64335317915208,55.76284106943348
1620986681,Fri May 14 13:04:41 2021,37.64331748813331,55.76286043072654
1620986682,Fri May 14 13:04:42 2021,37.64324698729062,55.76289899971631
1620986683,Fri May 14 13:04:43 2021,37.64321187821271,55.76291836090726
1620986684,Fri May 14 13:04:44 2021,37.64317681141794,55.762937735122776
1620986685,Fri May 14 13:04:45 2021,37.64314137729396,55.7629572268468
1620986686,Fri May 14 13:04:46 2021,37.64310637314072,55.76297715268581
1620986687,Fri May 14 13:04:47 2021,37.64307231233844,55.762997247237024
1620986688,Fri May 14 13:04:48 2021,37.64303825995732,55.76301751001108
1620986689,Fri May 14 13:04:49 2021,37.643004112879055,55.76303758659956
1620986690,Fri May 14 13:04:50 2021,37.642936883569504,55.763077649626666
1620986691,Fri May 14 13:04:51 2021,37.642903868229375,55.76309783895304
1620986692,Fri May 14 13:04:52 2021,37.64287037601482,55.76311788616142
1620986693,Fri May 14 13:04:53 2021,37.64283637517083,55.7631377832868
1620986694,Fri May 14 13:04:54 2021,37.64280260581251,55.76315777432536
1620986695,Fri May 14 13:04:55 2021,37.64276952160509,55.76317774749529
1620986697,Fri May 14 13:04:57 2021,37.64273677517275,55.76319748322278
1620986700,Fri May 14 13:05:00 2021,37.64270332201411,55.76321742170234
1620986702,Fri May 14 13:05:02 2021,37.642669103854416,55.763237262678885
1620986703,Fri May 14 13:05:03 2021,37.64263401722815,55.76325635953467
1620986716,Fri May 14 13:05:16 2021,37.64260010563502,55.763274546857886
1620986718,Fri May 14 13:05:18 2021,37.64256360583838,55.76329354540248
1620986720,Fri May 14 13:05:20 2021,37.64252763648056,55.76331216664045
1620986721,Fri May 14 13:05:21 2021,37.6424911897874,55.76333062996249
1620986723,Fri May 14 13:05:23 2021,37.642455027906806,55.76334926071208
1620986724,Fri May 14 13:05:24 2021,37.6424188476441,55.76336813140551
1620986725,Fri May 14 13:05:25 2021,37.64238262200797,55.76338699798023
1620986727,Fri May 14 13:05:27 2021,37.64234669069081,55.76340583922827
1620986728,Fri May 14 13:05:28 2021,37.642311093022336,55.76342441151749
1620986730,Fri May 14 13:05:30 2021,37.642276516011314,55.76344149176675
1620986744,Fri May 14 13:05:44 2021,37.64223802277159,55.76345951966169
1620986745,Fri May 14 13:05:45 2021,37.64219866887806,55.76347647076035
1620986746,Fri May 14 13:05:46 2021,37.64215941929306,55.76349282377522
1620986747,Fri May 14 13:05:47 2021,37.64212005360558,55.76350907592701
1620986748,Fri May 14 13:05:48 2021,37.64208037817027,55.76352537538849
1620986749,Fri May 14 13:05:49 2021,37.64204041551432,55.76354190821012
1620986750,Fri May 14 13:05:50 2021,37.64200067370557,55.763558384686114
1620986751,Fri May 14 13:05:51 2021,37.641961280052655,55.763574804336194
1620986752,Fri May 14 13:05:52 2021,37.641922068212814,55.76359173604039
1620986753,Fri May 14 13:05:53 2021,37.64184473538067,55.76362625038471
1620986754,Fri May 14 13:05:54 2021,37.64180616483796,55.76364345993983
1620986755,Fri May 14 13:05:55 2021,37.641729580048185,55.76367829065661
1620986756,Fri May 14 13:05:56 2021,37.64165405912734,55.76371349724082
1620986757,Fri May 14 13:05:57 2021,37.64161626371105,55.76373130695807
1620986758,Fri May 14 13:05:58 2021,37.641540853951824,55.76376706082421
1620986759,Fri May 14 13:05:59 2021,37.64146557520444,55.76380277210257
1620986760,Fri May 14 13:06:00 2021,37.6413898982334,55.76383804629832
1620986761,Fri May 14 13:06:01 2021,37.64131379415164,55.76387342978471
1620986762,Fri May 14 13:06:02 2021,37.64127571745658,55.76389107854551
1620986763,Fri May 14 13:06:03 2021,37.64119962201881,55.76392633395598
1620986764,Fri May 14 13:06:04 2021,37.641161863848126,55.76394371085068
1620986765,Fri May 14 13:06:05 2021,37.64108509460093,55.763978868466
1620986766,Fri May 14 13:06:06 2021,37.64104673328338,55.76399645260253
1620986767,Fri May 14 13:06:07 2021,37.640970114653584,55.76403180785836
1620986768,Fri May 14 13:06:08 2021,37.64089443574451,55.76406682862456
1620986769,Fri May 14 13:06:09 2021,37.64085653913932,55.76408435020517
1620986770,Fri May 14 13:06:10 2021,37.6407800987071,55.764119870925406
1620986771,Fri May 14 13:06:11 2021,37.64070429282432,55.76415491361604
1620986772,Fri May 14 13:06:12 2021,37.640666389743245,55.76417256509238
1620986773,Fri May 14 13:06:13 2021,37.64059052987664,55.764207565523606
1620986774,Fri May 14 13:06:14 2021,37.64051463160984,55.76424256058081
1620986775,Fri May 14 13:06:15 2021,37.64047644705238,55.76426020209475
1620986776,Fri May 14 13:06:16 2021,37.64040084449573,55.76429503176856
1620986777,Fri May 14 13:06:17 2021,37.640362838180906,55.76431256044572
1620986778,Fri May 14 13:06:18 2021,37.64028863128451,55.76434683342352
1620986780,Fri May 14 13:06:20 2021,37.640251264973664,55.76436409456916
1620986816,Fri May 14 13:06:56 2021,37.6402162425723,55.76438030285499
1620986818,Fri May 14 13:06:58 2021,37.64017778195242,55.76439794227208
1620986820,Fri May 14 13:07:00 2021,37.640139684561866,55.76441563960461
1620986821,Fri May 14 13:07:01 2021,37.64010157621605,55.764433604327095
1620986822,Fri May 14 13:07:02 2021,37.640064025079965,55.7644512744895
1620986823,Fri May 14 13:07:03 2021,37.64002624469232,55.76446900526226
1620986824,Fri May 14 13:07:04 2021,37.639988920253145,55.76448643097305
1620986825,Fri May 14 13:07:05 2021,37.63995141330937,55.76450386293914
1620986826,Fri May 14 13:07:06 2021,37.639913518152206,55.76452135774592
1620986827,Fri May 14 13:07:07 2021,37.63987532415933,55.76453899221812
1620986828,Fri May 14 13:07:08 2021,37.639799623168805,55.764574656521255
1620986829,Fri May 14 13:07:09 2021,37.63976171592599,55.764592312076005
1620986830,Fri May 14 13:07:10 2021,37.639723860626255,55.7646098920184
1620986831,Fri May 14 13:07:11 2021,37.63964814349051,55.764645296133565
1620986832,Fri May 14 13:07:12 2021,37.63957145437447,55.76468115175693
1620986833,Fri May 14 13:07:13 2021,37.63953316346317,55.76469897243877
1620986834,Fri May 14 13:07:14 2021,37.63945734279223,55.76473402120863
1620986835,Fri May 14 13:07:15 2021,37.63938128780428,55.76476884316547
1620986836,Fri May 14 13:07:16 2021,37.639304041259024,55.764803390816624
1620986837,Fri May 14 13:07:17 2021,37.63918388283594,55.764852666128725
1620986838,Fri May 14 13:07:18 2021,37.63914290631284,55.76486883890617
1620986839,Fri May 14 13:07:19 2021,37.63906194181722,55.76490089573595
1620986840,Fri May 14 13:07:20 2021,37.63894207057835,55.764950476992
1620986841,Fri May 14 13:07:21 2021,37.638824265499736,55.76500175043189
1620986842,Fri May 14 13:07:22 2021,37.63870926938579,55.76505371771183
1620986843,Fri May 14 13:07:23 2021,37.63863186313928,55.7650893065754
1620986844,Fri May 14 13:07:24 2021,37.6385171752224,55.76514261517543
1620986845,Fri May 14 13:07:25 2021,37.6384037439334,55.765195087969
1620986846,Fri May 14 13:07:26 2021,37.63832749502613,55.76522985758554
1620986847,Fri May 14 13:07:27 2021,37.638251170293856,55.76526408163854
1620986848,Fri May 14 13:07:28 2021,37.63817498574471,55.7652973886712
1620986849,Fri May 14 13:07:29 2021,37.63809832861849,55.76533072562918
1620986850,Fri May 14 13:07:30 2021,37.63805997468491,55.76534755176817
1620986851,Fri May 14 13:07:31 2021,37.63802086758149,55.76536446268865
